t,theta,theta_prime,Re_zeta,Im_zeta
470.2200376,779.0731588,2.157661748,1.910806215,0.07995509565
470.4685273,779.6093483,2.157925905,1.237849144,-0.6672190748
470.7170169,780.1456034,2.158189923,0.1586597637,-0.2645819336
470.9655066,780.6819241,2.158453801,-0.004323791328,1.122955770
471.2139962,781.2183103,2.158717541,1.291735992,2.191877557
471.4624859,781.7547620,2.158981141,3.167827199,1.738038877
471.7109756,782.2912793,2.159244602,4.076251328,-0.1415375644
471.9594652,782.8278620,2.159507925,3.233078624,-2.078196331
472.2079549,783.3645101,2.159771109,1.334131373,-2.673544945
472.4564446,783.9012235,2.160034154,-0.1288643038,-1.741619937
472.7049342,784.4380024,2.160297062,-0.2533560874,-0.3620071231
472.9534239,784.9748465,2.160559831,0.5474079534,0.2466383880
473.2019136,785.5117559,2.160822462,1.131406547,-0.1290749788
473.4504032,786.0487306,2.161084955,0.8564322043,-0.6518303557
473.6988929,786.5857705,2.161347310,0.1799757705,-0.4464620544
473.9473825,787.1228755,2.161609528,0.06703269831,0.4320708335
474.1958722,787.6600457,2.161871609,0.8879568999,1.073496269
474.4443619,788.1972810,2.162133552,1.982110248,0.7066700273
474.6928515,788.7345814,2.162395358,2.326497145,-0.4590837653
474.9413412,789.2719468,2.162657027,1.584230525,-1.424018110
475.1898309,789.8093772,2.162918559,0.4344606769,-1.398669058
475.4383205,790.3468726,2.163179954,-0.1349786438,-0.5604959348
475.6868102,790.8844329,2.163441213,0.1937543241,0.1982697170
475.9352998,791.4220581,2.163702335,0.8334043108,0.2210705473
476.1837895,791.9597482,2.163963321,0.9955216331,-0.2845422755
476.4322792,792.4975031,2.164224171,0.5378320607,-0.5719764048
476.6807688,793.0353229,2.164484885,0.04976170127,-0.2258968869
476.9292585,793.5732074,2.164745463,0.1309472109,0.3937446900
477.1777482,794.1111566,2.165005905,0.6964527705,0.6007857484
477.4262378,794.6491705,2.165266212,1.086216019,0.1906757536
477.6747275,795.1872491,2.165526383,0.8396325329,-0.3201762134
477.9232172,795.7253924,2.165786419,0.2380163189,-0.3014526921
478.1717068,796.2636002,2.166046319,-0.03071130515,0.2346575041
478.4201965,796.8018726,2.166306085,0.2728841308,0.6310691231
478.6686861,797.3402095,2.166565716,0.5682612080,0.4094082091
478.9171758,797.8786110,2.166825212,0.09697344711,0.008352819881
479.1656655,798.4170769,2.167084573,-1.032411495,0.5019534413
479.4141551,798.9556072,2.167343800,-1.582424119,2.416752844
479.6626448,799.4942019,2.167602893,-0.1986100351,4.826297689
479.9111345,800.0328610,2.167861851,3.148691069,5.797621373
480.1596241,800.5715844,2.168120676,6.733366409,3.986388076
480.4081138,801.1103721,2.168379366,8.249368844,-0.03502272911
480.6566035,801.6492241,2.168637923,6.657500435,-4.018786167
480.9050931,802.1881403,2.168896346,3.054141327,-5.742751217
481.1535828,802.7271208,2.169154636,-0.2358231506,-4.693934149
481.4020724,803.2661653,2.169412792,-1.517139417,-2.269607620
481.6505621,803.8052741,2.169670815,-0.8770940540,-0.4155418889
481.8990518,804.3444469,2.169928705,0.2842839885,-0.02758417784
482.1475414,804.8836838,2.170186462,0.7204281115,-0.5318848163
482.3960311,805.4229847,2.170444086,0.3432123780,-0.8219962070
482.6445208,805.9623496,2.170701578,-0.06525292486,-0.4505356170
482.8930104,806.5017785,2.170958937,0.08685340153,0.1066900516
483.1415001,807.0412713,2.171216163,0.5715838077,0.2073761450
483.3899898,807.5808280,2.171473258,0.7375478813,-0.1430049335
483.6384794,808.1204486,2.171730220,0.3665562411,-0.3287886811
483.8869691,808.6601330,2.171987050,-0.02919948562,0.09440226494
484.1354587,809.1998812,2.172243748,0.1987526910,0.8129740217
484.3839484,809.7396932,2.172500315,1.043083521,1.055281914
484.6324381,810.2795690,2.172756750,1.769132481,0.4542515433
484.8809277,810.8195084,2.173013054,1.674253455,-0.4970739325
485.1294174,811.3595115,2.173269226,0.8510664404,-0.9279848897
485.3779071,811.8995783,2.173525267,0.1028869970,-0.5020815712
485.6263967,812.4397086,2.173781177,0.08474003073,0.2410833281
485.8748864,812.9799026,2.174036956,0.6067753961,0.5034461754
486.1233760,813.5201601,2.174292605,0.8794110696,0.1350130564
486.3718657,814.0604810,2.174548122,0.4498390769,-0.1838492106
486.6203554,814.6008655,2.174803509,-0.2068843877,0.2764633718
486.8688450,815.1413134,2.175058766,-0.1416927556,1.384594593
487.1173347,815.6818247,2.175313893,1.003510920,2.139739846
487.3658244,816.2223994,2.175568889,2.467854036,1.658414613
487.6143140,816.7630375,2.175823756,3.018217543,0.1542213801
487.8628037,817.3037389,2.176078492,2.169740244,-1.156335450
488.1112934,817.8445035,2.176333099,0.7205513746,-1.201018991
488.3597830,818.3853314,2.176587577,-4.821074834e-05,-0.1083032860
488.6082727,818.9262225,2.176841925,0.5580388498,0.9281350249
488.8567623,819.4671768,2.177096143,1.636617232,0.8698134756
489.1052520,820.0081943,2.177350233,1.983976342,-0.1042778407
489.3537417,820.5492749,2.177604193,1.186881185,-0.8008729269
489.6022313,821.0904185,2.177858024,0.1351909458,-0.2901238792
489.8507210,821.6316253,2.178111727,0.1119541200,1.060818789
490.0992107,822.1728950,2.178365301,1.427226157,1.891456309
490.3477003,822.7142278,2.178618746,3.011123146,1.213334045
490.5961900,823.2556235,2.178872063,3.418989811,-0.5459619156
490.8446797,823.7970821,2.179125252,2.256578521,-1.899945127
491.0931693,824.3386037,2.179378312,0.5904270298,-1.726746123
491.3416590,824.8801881,2.179631245,-0.07418223004,-0.3444630450
491.5901486,825.4218353,2.179884050,0.7707656105,0.8211414099
491.8386383,825.9635454,2.180136727,2.198348070,0.6210263278
492.0871280,826.5053182,2.180389276,2.793165993,-0.7623675933
492.3356176,827.0471538,2.180641698,1.993700825,-2.087117796
492.5841073,827.5890521,2.180893992,0.5139731688,-2.291839490
492.8325970,828.1310130,2.181146159,-0.4745239843,-1.425480769
493.0810866,828.6730366,2.181398199,-0.4751476860,-0.4062794716
493.3295763,829.2151228,2.181650112,0.02963673896,0.004945215777
493.5780660,829.7572716,2.181901899,0.2859099134,-0.1131401896
493.8265556,830.2994829,2.182153558,0.1142952128,-0.1497956973
494.0750453,830.8417568,2.182405091,-0.02316803680,0.2107337571
494.3235349,831.3840931,2.182656497,0.2890947300,0.6256671941
494.5720246,831.9264919,2.182907778,0.8451106781,0.5726810107
494.8205143,832.4689532,2.183158931,1.041882330,0.05537605569
495.0690039,833.0114768,2.183409959,0.6265770984,-0.3337450088
495.3174936,833.5540628,2.183660861,0.05740499314,-0.09603003403
495.5659833,834.0967111,2.183911637,0.002101137743,0.5441162468
495.8144729,834.6394217,2.184162287,0.5181571362,0.8516736149
496.0629626,835.1821946,2.184412812,0.8971317925,0.4687126819
496.3114522,835.7250297,2.184663211,0.4596081871,-0.02824799665
496.5599419,836.2679270,2.184913485,-0.5201013904,0.3590989185
496.8084316,836.8108865,2.185163634,-0.8531637725,1.892369725
497.0569212,837.3539081,2.185413657,0.4240232298,3.532420952
497.3054109,837.8969919,2.185663556,2.902647661,3.720396194
497.5539006,838.4401377,2.185913329,4.901927519,1.873700758
497.8023902,838.9833456,2.186162978,4.889025830,-0.8800962127
498.0508799,839.5266155,2.186412503,2.918343649,-2.566704088
498.2993696,840.0699474,2.186661903,0.6636225044,-2.099946150
498.5478592,840.6133413,2.186911179,-0.06021650233,-0.2489687297
498.7963489,841.1567971,2.187160330,1.092554445,1.102731722
499.0448385,841.7003147,2.187409357,2.778034123,0.6990492212
499.2933282,842.2438943,2.187658261,3.300664213,-1.010403473
499.5418179,842.7875357,2.187907040,2.179117436,-2.434542543
499.7903075,843.3312388,2.188155696,0.4540766825,-2.407904938
500.0387972,843.8750038,2.188404228,-0.4477927058,-1.199197252
500.2872869,844.4188305,2.188652637,-0.07376643803,-0.05839295583
500.5357765,844.9627189,2.188900923,0.7994945686,0.1010331255
500.7842662,845.5066690,2.189149085,1.127395208,-0.5010926765
501.0327559,846.0506807,2.189397124,0.6650549962,-0.9545143093
501.2812455,846.5947541,2.189645040,0.04669017889,-0.7232563054
501.5297352,847.1388890,2.189892833,-0.07188322151,-0.1381864554
501.7782248,847.6830855,2.190140504,0.2360896506,0.1437527216
502.0267145,848.2273436,2.190388051,0.3596193994,0.0009612258608
502.2752042,848.7716631,2.190635477,0.002100777644,-0.001263975187
502.5236938,849.3160441,2.190882780,-0.3439486851,0.6530417347
502.7721835,849.8604866,2.191129960,0.09986524962,1.671533559
503.0206732,850.4049904,2.191377019,1.446737526,2.095848334
503.2691628,850.9495556,2.191623956,2.829471695,1.270539865
503.5176525,851.4941822,2.191870770,3.147621129,-0.3877574108
503.7661422,852.0388701,2.192117463,2.140778334,-1.686517043
504.0146318,852.5836192,2.192364034,0.6603396963,-1.760822598
504.2631215,853.1284297,2.192610484,-0.1605654297,-0.8531632624
504.5116111,853.6733013,2.192856812,0.02460676202,0.02744660296
504.7601008,854.2182341,2.193103019,0.5732692240,0.1741768799
505.0085905,854.7632282,2.193349105,0.6750382636,-0.1723845373
505.2570801,855.3082833,2.193595070,0.2530075921,-0.2579555881
505.5055698,855.8533995,2.193840914,-0.05182490773,0.2207430419
505.7540595,856.3985769,2.194086637,0.2442923011,0.7507825771
506.0025491,856.9438152,2.194332239,0.7831206084,0.6744490811
506.2510388,857.4891146,2.194577721,0.7297294585,0.1220199602
506.4995285,858.0344750,2.194823082,-0.1521379652,0.06070949353
506.7480181,858.5798963,2.195068323,-0.9455691471,1.255014670
506.9965078,859.1253786,2.195313444,-0.3217952679,3.200382116
507.2449974,859.6709217,2.195558444,2.040751487,4.275531436
507.4934871,860.2165257,2.195803325,4.828034608,3.162219497
507.7419768,860.7621905,2.196048085,6.047254630,0.2068758254
507.9904664,861.3079162,2.196292726,4.776704168,-2.681488746
508.2389561,861.8537026,2.196537248,2.040327098,-3.618002022
508.4874458,862.3995498,2.196781649,-0.07617804601,-2.352794976
508.7359354,862.9454577,2.197025932,-0.2513198664,-0.3850437362
508.9844251,863.4914262,2.197270095,1.028796988,0.4925997181
509.2329147,864.0374555,2.197514139,2.138463875,-0.2134297260
509.4814044,864.5835453,2.197758064,1.940008168,-1.461273837
509.7298941,865.1296958,2.198001870,0.7514348953,-1.886384296
509.9783837,865.6759068,2.198245557,-0.1942203780,-1.151246192
510.2268734,866.2221784,2.198489125,-0.09621412604,-0.1111708344
510.4753631,866.7685104,2.198732575,0.6853189825,0.2203292401
510.7238527,867.3149030,2.198975906,1.171650186,-0.2809304215
510.9723424,867.8613560,2.199219119,0.8660394679,-0.8598012997
511.2208321,868.4078694,2.199462214,0.2000605517,-0.8087591085
511.4693217,868.9544432,2.199705190,-0.06923809017,-0.2206395653
511.7178114,869.5010774,2.199948049,0.2588244262,0.2270467236
511.9663010,870.0477719,2.200190790,0.6713264068,0.1175841384
512.2147907,870.5945267,2.200433412,0.6217777597,-0.2435725200
512.4632804,871.1413418,2.200675918,0.1976578343,-0.2596720942
512.7117700,871.6882172,2.200918305,-0.01980437491,0.1902108668
512.9602597,872.2351527,2.201160575,0.2810004176,0.5919723007
513.2087494,872.7821485,2.201402728,0.6981243569,0.4579971799
513.4572390,873.3292044,2.201644764,0.5780302653,0.01940212404
513.7057287,873.8763204,2.201886682,-0.1125712531,0.06349530545
513.9542184,874.4234965,2.202128484,-0.5604781789,1.001866097
514.2027080,874.9707327,2.202370169,0.08227568227,2.211960022
514.4511977,875.5180290,2.202611737,1.659223449,2.507959369
514.6996873,876.0653852,2.202853188,2.939087075,1.379951156
514.9481770,876.6128014,2.203094522,2.756274841,-0.3000984654
515.1966667,877.1602776,2.203335741,1.267725541,-0.9756410049
515.4451563,877.7078137,2.203576843,-0.02650813169,0.06888842728
515.6936460,878.2554097,2.203817828,0.3428864330,1.881496601
515.9421357,878.8030656,2.204058698,2.347042257,2.633643872
516.1906253,879.3507813,2.204299452,4.380728482,1.331929006
516.4391150,879.8985569,2.204540089,4.708076046,-1.215286643
516.6876047,880.4463922,2.204780612,3.040472328,-3.133402458
516.9360943,880.9942873,2.205021018,0.7212561976,-3.188640270
517.1845840,881.5422420,2.205261309,-0.6051798677,-1.793084978
517.4330736,882.0902565,2.205501484,-0.4671391543,-0.3912980955
517.6815633,882.6383307,2.205741544,0.2524766578,0.03795283182
517.9300530,883.1864645,2.205981489,0.4714708736,-0.1987396416
518.1785426,883.7346579,2.206221319,0.08831023948,-0.1227434082
518.4270323,884.2829108,2.206461034,-0.04957611712,0.6560769903
518.6755220,884.8312234,2.206700634,0.7404740416,1.447344498
518.9240116,885.3795954,2.206940119,2.070112281,1.267866554
519.1725013,885.9280270,2.207179490,2.798455237,0.003082045667
519.4209909,886.4765180,2.207418746,2.227208401,-1.357526749
519.6694806,887.0250684,2.207657887,0.8662972163,-1.685107154
519.9179703,887.5736783,2.207896915,-0.06239301871,-0.8444304301
520.1664599,888.1223476,2.208135828,0.1491367807,0.2078349503
520.4149496,888.6710762,2.208374627,1.038827199,0.4387742169
520.6634393,889.2198641,2.208613312,1.545996980,-0.2322997728
520.9119289,889.7687113,2.208851883,1.145894930,-0.9612440138
521.1604186,890.3176178,2.209090340,0.3219550208,-0.9589907491
521.4089083,890.8665835,2.209328683,-0.07147568801,-0.3121957850
521.6573979,891.4156085,2.209566914,0.2206259688,0.2256724738
521.9058876,891.9646926,2.209805030,0.6440525201,0.1628225116
522.1543772,892.5138359,2.210043033,0.5720522463,-0.1779110849
522.4028669,893.0630383,2.210280923,0.09139107122,-0.1041856181
522.6513566,893.6122998,2.210518700,-0.09495538193,0.5504948223
522.8998462,894.1616204,2.210756364,0.4600056778,1.156704164
523.1483359,894.7110000,2.210993915,1.331462861,0.9973602071
523.3968256,895.2604386,2.211231353,1.628786172,0.1526836876
523.6453152,895.8099363,2.211468679,1.010229176,-0.4955314654
523.8938049,896.3594928,2.211705892,0.1394761329,-0.2199137997
524.1422946,896.9091084,2.211942992,-0.01077733647,0.6910536235
524.3907842,897.4587828,2.212179980,0.7100803362,1.200654476
524.6392739,898.0085161,2.212416856,1.365194368,0.7228961489
524.8877635,898.5583082,2.212653619,0.9536249152,-0.05997537335
525.1362532,899.1081592,2.212890271,-0.3066730975,0.2155562159
525.3847429,899.6580689,2.213126810,-0.8939524479,2.066826786
525.6332325,900.2080374,2.213363238,0.6111146502,4.282540468
525.8817222,900.7580647,2.213599554,3.940519939,4.757271292
526.1302119,901.3081506,2.213835758,7.024409788,2.397726092
526.3787015,901.8582953,2.214071851,7.620655631,-1.713760747
526.6271912,902.4084986,2.214307832,5.225788884,-5.081567295
526.8756809,902.9587605,2.214543702,1.481476466,-5.823123658
527.1241705,903.5090810,2.214779461,-1.270454609,-4.089744918
527.3726602,904.0594601,2.215015109,-1.879921623,-1.646240209
527.6211498,904.6098977,2.215250645,-1.003094054,-0.1709351195
527.8696395,905.1603938,2.215486071,-0.07421555888,0.02978985878
528.1181292,905.7109485,2.215721386,0.1458464509,-0.1964884666
528.3666188,906.2615615,2.215956590,0.005418937826,-0.06147666969
528.6151085,906.8122331,2.216191684,0.1770630159,0.3549199038
528.8635982,907.3629630,2.216426667,0.7234691615,0.4508760401
529.1120878,907.9137513,2.216661540,1.072466343,0.006998585177
529.3605775,908.4645979,2.216896303,0.8038444653,-0.4865819953
529.6090671,909.0155029,2.217130955,0.2220586909,-0.4311874002
529.8575568,909.5664662,2.217365497,0.009693779751,0.1283330089
530.1060465,910.1174877,2.217599930,0.3904114180,0.5395124613
530.3545361,910.6685675,2.217834252,0.8317883307,0.3451257485
530.6030258,911.2197055,2.218068465,0.6862815341,-0.1092284392
530.8515155,911.7709017,2.218302568,0.03915915537,-0.03359256830
531.1000051,912.3221560,2.218536561,-0.2688526641,0.8378348788
531.3484948,912.8734685,2.218770446,0.4396566375,1.790369681
531.5969845,913.4248390,2.219004220,1.817367349,1.792907404
531.8454741,913.9762677,2.219237886,2.708515898,0.6261710141
532.0939638,914.5277544,2.219471442,2.302827525,-0.7741179201
532.3424534,915.0792991,2.219704889,1.008796402,-1.210011437
532.5909431,915.6309018,2.219938227,0.06387471797,-0.4425083645
532.8394328,916.1825625,2.220171457,0.2508610693,0.5798697285
533.0879224,916.7342811,2.220404578,1.093983075,0.7658660423
533.3364121,917.2860576,2.220637590,1.428823061,0.08439451071
533.5849018,917.8378921,2.220870493,0.7506671127,-0.4031368365
533.8333914,918.3897844,2.221103288,-0.1401483700,0.2413664136
534.0818811,918.9417345,2.221335975,0.04340723957,1.676662022
534.3303708,919.4937424,2.221568554,1.623230506,2.489011699
534.5788604,920.0458081,2.221801024,3.443501421,1.624665880
534.8273501,920.5979316,2.222033386,3.921431745,-0.4382033000
535.0758397,921.1501128,2.222265641,2.623537513,-2.050746923
535.3243294,921.7023516,2.222497787,0.7310808836,-1.971578185
535.5728191,922.2546482,2.222729826,-0.1111997187,-0.5565518767
535.8213087,922.8070024,2.222961757,0.6104126343,0.6558130776
536.0697984,923.3594142,2.223193581,1.866469133,0.5142020572
