tau,Re_zeta,Re_zeta_st
225.8081408,2.700377925,6.739434864
226.2307624,2.706999391,7.466644019
226.6535475,1.879890067,7.202391162
227.0764961,0.7232823845,6.143831338
227.4996079,-0.01402146126,4.835824846
227.9228826,0.2071708770,3.874532484
228.3463202,1.370069072,3.601269860
228.7699203,2.887118711,3.968929484
229.1936827,3.934841620,4.649689418
229.6176073,3.934815255,5.281221888
230.0416938,2.883880785,5.658904203
230.4659420,1.332896271,5.752363514
230.8903517,0.03711673905,5.587237599
231.3149227,-0.4929191012,5.137023659
231.7396548,-0.2563799182,4.334180497
232.1645477,0.3113340229,3.189037112
232.5896013,0.6799311468,1.911946464
233.0148154,0.5921843043,0.9263190526
233.4401897,0.2121490562,0.7209792328
233.8657241,-0.03346887699,1.583826062
234.2914183,0.2044158011,3.354644122
234.7172722,0.9211489838,5.379467770
235.1432855,1.741017757,6.772432077
235.5694580,2.168925600,6.893457327
235.9957895,1.932671206,5.760897426
236.4222798,1.175186009,4.110388845
236.8489288,0.3621004336,3.025813099
237.2757362,-0.03071251498,3.350034502
237.7027017,0.1681156876,5.217635753
238.1298253,0.7262206826,7.960715656
238.5571067,1.188976330,10.42010268
238.9845458,1.208908840,11.49552671
239.4121422,0.7866729411,10.66698572
239.8398958,0.2517680038,8.230966336
240.2678064,-0.0006868093651,5.125341680
240.6958739,0.1778760630,2.438539271
241.1240980,0.5638996521,0.8933939130
241.5524785,0.7278278422,0.6066354648
241.9810152,0.3841387289,1.217781971
242.4097079,-0.3274057424,2.221952448
242.8385565,-0.8513650697,3.247926543
243.2675607,-0.5459021089,4.143678233
243.6967203,0.8668063233,4.910798917
244.1260352,3.030907496,5.599676854
244.5555051,5.070612704,6.233379612
244.9851299,6.046561650,6.775800911
245.4149094,5.485763437,7.148696741
245.8448433,3.657043892,7.286889695
246.2749316,1.417917096,7.178880251
246.7051739,-0.2724410903,6.838205178
247.1355701,-0.8716872253,6.235422195
247.5661200,-0.4907546255,5.302313457
247.9968234,0.2752004231,4.064216330
248.4276802,0.7825468797,2.787453377
248.8586901,0.7427880628,1.947219026
249.2898530,0.3391623152,1.962478417
249.7211686,0.01119121044,2.881708883
250.1526368,0.08892092306,4.277991267
250.5842574,0.5472004852,5.443484677
251.0160302,1.046215306,5.747220501
251.4479550,1.208908657,4.945832854
251.8800316,0.9157999193,3.311843860
252.3122599,0.3933903999,1.530587768
252.7446397,0.03277807327,0.3755580765
253.1771707,0.08021175114,0.2818372159
253.6098528,0.4394922573,1.079564332
254.0426859,0.7441628657,2.131567534
254.4756696,0.6541338336,2.831271988
254.9088039,0.1559887490,3.078881557
255.3420886,-0.3693580582,3.335259221
255.7755234,-0.3860786484,4.219656426
256.2091082,0.4025552140,6.003328004
256.6428429,1.785536288,8.375723412
257.0767272,3.110535493,10.57168695
257.5107609,3.668133443,11.71029883
257.9449439,3.149041663,11.18988754
258.3792761,1.863806691,9.030232401
258.8137571,0.5640645720,5.982999705
259.2483869,-0.02805309475,3.213658468
259.6831652,0.3263645140,1.635997253
260.1180919,1.249254021,1.377735967
260.5531669,2.021086258,1.858365653
260.9883898,2.077596203,2.408534520
261.4237607,1.389574142,2.812036943
261.8592792,0.4690336752,3.274679147
262.2949452,0.002549276925,4.006962480
262.7307585,0.3682015212,5.011067403
263.1667190,1.369783066,6.277856786
263.6028265,2.368403164,7.954942448
264.0390808,2.715636195,10.05319529
264.4754817,2.186504601,11.97253976
264.9120291,1.116744306,12.59033936
265.3487227,0.1592638649,11.12783014
265.7855625,-0.1608701628,8.024507064
266.2225483,0.2191430808,4.838258053
266.6596798,0.8993981824,3.127494044
267.0969569,1.332285235,3.337657466
267.5343794,1.214339572,4.693186465
267.9719472,0.6738239360,6.041533253
268.4096601,0.1330946197,6.723954794
268.8475179,-0.03365015663,6.747106908
269.2855205,0.2184231768,6.387149626
269.7236677,0.5945651884,5.825724840
270.1619593,0.7195282717,5.119735208
270.6003951,0.4568422790,4.322795143
271.0389750,0.03254506655,3.519640263
271.4776988,-0.1416896218,2.798353817
271.9165664,0.1848260981,2.277646919
272.3555776,0.8584782650,2.130377861
272.7947322,1.390068304,2.467585874
273.2340300,1.313366511,3.160464271
273.6734709,0.5815054718,3.864596579
274.1130548,-0.3047972800,4.324535405
274.5527814,-0.5697858433,4.659295353
274.9926506,0.3174401322,5.268283376
275.4326622,2.224062315,6.388860827
275.8728161,4.340871804,7.734584014
276.3131122,5.618096836,8.584658375
276.7535501,5.386219059,8.267828673
277.1941298,3.762605053,6.661516753
277.6348512,1.578119044,4.371294520
278.0757140,-0.1273665982,2.500655624
278.5167181,-0.7102240556,2.117389203
278.9578634,-0.2426097497,3.645279465
279.3991496,0.6363096233,6.512941446
279.8405767,1.201897614,9.361667890
280.2821444,1.112175684,10.80134826
280.7238526,0.5539196706,10.26023487
281.1657011,0.006043628469,8.322791622
281.6076898,-0.1670015483,6.307750491
282.0498186,0.02385840411,5.410784581
282.4920872,0.2594997093,6.012762535
282.9344955,0.2292861438,7.552231518
283.3770434,-0.07108248989,8.945034419
283.8197307,-0.3067197010,9.246845512
284.2625572,-0.06879734758,8.191275329
284.7055228,0.7678593481,6.322289955
285.1486273,1.881209008,4.640090766
285.5918706,2.677400655,3.970165302
286.0352525,2.691724953,4.477945856
286.4787729,1.922405074,5.661108814
286.9224316,0.8436292805,6.775290038
287.3662284,0.07773047691,7.319182565
287.8101633,-0.03790341180,7.228895440
288.2542360,0.3310405902,6.742754046
288.6984464,0.6778401400,6.153593883
289.1427943,0.5781678392,5.655110617
289.5872796,0.05415685981,5.322866479
290.0319022,-0.4066209005,5.162806167
290.4766619,-0.2099237032,5.160547790
290.9215584,0.8636607453,5.290604528
291.3665918,2.416755137,5.469054572
291.8117618,3.634968589,5.497060536
292.2570683,3.812687705,5.106882735
292.7025112,2.843235013,4.163321395
293.1480902,1.321066661,2.886821490
293.5938053,0.1688235748,1.852705876
294.0396562,0.03673073380,1.668493568
294.4856429,0.8858764146,2.534986961
294.9317652,2.040503649,4.044669384
295.3780229,2.666401598,5.398785689
295.8244160,2.336914478,5.898679588
296.2709441,1.295124544,5.377854808
296.7176073,0.2446840088,4.302116757
297.1644054,-0.1624446095,3.476243075
297.6113381,0.2320640043,3.519926272
298.0584054,1.026213899,4.429299183
298.5056072,1.587823727,5.538369892
298.9529432,1.517823954,5.967222056
299.4004133,0.9037677886,5.283032438
299.8480174,0.1967130291,3.890057274
300.2957554,-0.1652641499,2.832540727
300.7436270,-0.08146362909,3.133720881
301.1916322,0.1852105346,5.133160454
301.6397708,0.2792230232,8.254965443
302.0880427,0.08196786668,11.31631114
302.5364477,-0.1802783511,13.15137859
302.9849857,-0.1441334814,13.18162473
303.4336565,0.3387162530,11.63028650
303.8824600,1.007845933,9.291986616
304.3313961,1.348183749,7.033930660
304.7804646,1.003249387,5.373606663
305.2296654,0.1322504802,4.400440297
305.6789982,-0.5943984688,4.013154598
306.1284631,-0.4115406529,4.183947126
306.5780599,0.9793659655,4.982981780
307.0277883,3.109604512,6.368998527
307.4776483,4.951009049,7.990474382
307.9276398,5.527199803,9.225438298
308.3777625,4.527890345,9.471231790
308.8280164,2.507292204,8.495366437
309.2784013,0.5276270630,6.614069738
309.7289171,-0.5089224260,4.565274250
310.1795636,-0.3853673782,3.119518692
310.6303408,0.3913991376,2.649881592
311.0812484,1.031898859,2.948585511
311.5322863,1.045020348,3.434442177
311.9834544,0.5402774181,3.602850391
312.4347526,0.05912365052,3.370665255
312.8861807,0.09779787653,3.061227892
313.3377386,0.7021463862,3.083275230
313.7894262,1.439661171,3.592947194
314.2412432,1.752443747,4.395250506
314.6931896,1.402010470,5.116813690
315.1452653,0.6551270312,5.483465304
315.5974701,0.07036312598,5.493089116
316.0498039,0.05963281214,5.368422374
316.5022665,0.5722754026,5.331967387
316.9548578,1.148570760,5.385249403
317.4075777,1.296407586,5.296299954
317.8604261,0.8899512167,4.840411911
318.3134027,0.2725120610,4.096456263
318.7665075,-0.01956062489,3.504969101
319.2197404,0.3064332807,3.577892906
319.6731012,1.051160949,4.467254393
320.1265898,1.666383879,5.751339493
320.5802060,1.682853270,6.639201764
321.0339498,1.085579624,6.474814605
321.4878209,0.3329285743,5.203723234
321.9418193,-0.006171537369,3.485784649
322.3959448,0.2846415331,2.355611859
322.8501973,0.8799293255,2.615675258
323.3045767,1.167666455,4.340334827
323.7590829,0.7692218250,6.831179084
324.2137156,-0.08129653226,9.069463748
324.6684748,-0.6209307047,10.34707603
325.1233604,-0.08593343132,10.62261636
325.5783722,1.682763563,10.37602383
326.0335101,4.009796894,10.13159776
326.4887740,5.732443754,10.04642277
326.9441637,5.912644741,9.858451639
327.3996792,4.431376071,9.187389506
327.8553202,2.056938762,7.930724436
328.3110867,-0.05341997371,6.447836894
328.7669785,-1.065857578,5.378901288
329.2229955,-0.9100883329,5.206006835
329.6791376,-0.1775227819,5.872147973
330.1354046,0.3954409784,6.763502596
330.5917965,0.4512317745,7.098160060
331.0483131,0.1697140345,6.441544697
331.5049543,-0.003916339298,4.966888585
331.9617199,0.2038456018,3.292550969
332.4186099,0.6605252133,2.058230265
332.8756240,0.9705625999,1.563449142
333.3327623,0.8488892580,1.688228396
333.7900245,0.3921321971,2.084287599
334.2474105,0.009395188850,2.454202596
334.7049203,0.06790713227,2.713658513
335.1625536,0.5564116890,2.942952168
335.6203104,1.064270259,3.205114344
336.0781906,1.115964947,3.421712525
336.5361939,0.5973436679,3.444054009
336.9943204,-0.08700310016,3.257434099
337.4525698,-0.2861547183,3.095755942
337.9109421,0.3807066892,3.305726760
338.3694372,1.666890947,4.045416118
338.8280548,2.806472609,5.087612060
339.2867950,3.044783376,5.932814238
339.7456575,2.209808880,6.179089570
340.2046422,0.8858522758,5.876283867
340.6637491,0.03238646449,5.581777012
341.1229780,0.3066311211,6.030109625
341.5823288,1.581992472,7.599661291
342.0418014,3.021672724,9.937898061
342.5013956,3.660601152,12.05274325
342.9611113,3.073294676,12.87547138
343.4209485,1.644265352,11.93738428
343.8809070,0.2571640442,9.675959883
344.3409866,-0.3490890686,7.138707372
344.8011873,-0.07180078921,5.299928815
345.2615089,0.5683507324,4.483000740
345.7219514,0.9020548455,4.278315059
346.1825146,0.6572716272,3.974170573
346.6431983,0.1491467614,3.165722889
347.1040025,-0.01838347402,2.103738002
347.5649271,0.5167956429,1.534461906
348.0259720,1.544810589,2.139265823
348.4871369,2.418022340,3.978026369
348.9484219,2.539814679,6.353996947
349.4098267,1.818442884,8.211714548
349.8713513,0.7303153855,8.778339118
350.3329956,-0.04821420208,7.989916212
350.7947595,-0.1412532382,6.437539998
351.2566427,0.2876007927,4.936851290
351.7186453,0.7292380606,4.058681467
352.1807671,0.7744554866,3.914014936
352.6430080,0.4333862415,4.259107172
353.1053678,0.07045082710,4.768870298
353.5678465,0.02853399208,5.250652247
354.0304439,0.2838815482,5.661592354
354.4931600,0.4504322417,5.977536374
354.9559946,0.1521786563,6.093549058
355.4189476,-0.5487496830,5.890094952
355.8820189,-1.060958971,5.406144668
356.3452084,-0.6487460295,4.916174265
356.8085159,0.9636056165,4.778885043
357.2719414,3.242506196,5.153624470
357.7354848,5.071701226,5.833102695
358.1991458,5.449834114,6.360612220
358.6629245,4.178233020,6.362079928
359.1268208,2.031896215,5.839637072
359.5908344,0.2664596929,5.188643173
360.0549653,-0.2028077765,4.898371540
360.5192133,0.6281602227,5.142756516
360.9835785,1.925193480,5.587887622
361.4480606,2.653886727,5.617768554
361.9126595,2.300560814,4.855738379
362.3773752,1.159943724,3.577380170
362.8422075,0.02192511293,2.637660269
363.3071564,-0.4568406669,2.896684814
363.7722216,-0.2007331321,4.542461830
364.2374031,0.3327075449,6.826706629
364.7027009,0.6018195724,8.450125976
365.1681147,0.4312238476,8.373674915
365.6336445,0.09825794699,6.524399331
366.0992901,0.01806316148,3.912757816
366.5650515,0.3299091924,2.052480554
367.0309286,0.7578169601,2.040064160
367.4969212,0.8684368273,3.895163000
367.9630293,0.4958113741,6.592770487
368.4292526,-0.05163970394,8.736736367
368.8955912,-0.2076108200,9.391363255
369.3620449,0.3714100575,8.529463334
369.8286137,1.463486205,6.881515310
370.2952973,2.387195304,5.390398425
370.7620957,2.504649377,4.678547323
371.2290088,1.731569725,4.831886028
371.6960365,0.6348888588,5.535879787
372.1631787,0.01588138891,6.371006133
372.6304352,0.2929013070,7.026448262
373.0978060,1.173600502,7.328021978
373.5652910,1.889173230,7.170131383
374.0328900,1.816891901,6.512411320
374.5006030,0.9979725367,5.481882831
374.9684298,0.1283468822,4.443779464
375.4363704,0.01366793636,3.877961647
375.9044246,0.9114883808,4.075752137
376.3725924,2.285994614,4.879582723
376.8408736,3.184755915,5.707604164
377.3092681,2.957507076,5.901972159
377.7777758,1.761322748,5.181625707
378.2463967,0.4560556483,3.875002335
378.7151306,-0.03417567830,2.740082814
379.1839774,0.5957072502,2.467774327
379.6529370,1.823134158,3.213527297
380.1220094,2.710286482,4.511817781
380.5911943,2.604946966,5.652073583
381.0604918,1.589206406,6.226163752
381.5299016,0.3535683507,6.406913836
381.9994238,-0.3668754093,6.732200510
382.4690582,-0.3280204198,7.576822404
382.9388046,0.1267385397,8.749876061
383.4086631,0.4414754839,9.553752848
383.8786335,0.3449949037,9.277275876
384.3487157,0.04690095237,7.756483043
384.8189096,-0.01055344174,5.571198118
385.2892150,0.3995924688,3.703724409
385.7596320,1.049868207,2.889953692
386.2301604,1.442831001,3.141937551
386.7008001,1.254297787,3.803096095
387.1715509,0.6358643409,4.084738688
387.6424129,0.09435511234,3.657076526
388.1133859,0.03880814838,2.842732560
388.5844698,0.3931634472,2.297016723
389.0556645,0.6402848140,2.464173063
389.5269698,0.3008786133,3.248290691
389.9983858,-0.5429730412,4.140355668
390.4699123,-1.153910025,4.675126670
390.9415493,-0.6277780123,4.835120806
391.4132965,1.365742224,5.063319541
391.8851539,4.170176155,5.862096384
392.3571215,6.429590590,7.301618533
392.8291990,6.925772388,8.850631797
393.3013865,5.380217457,9.688889690
393.7736838,2.638052258,9.272793732
394.2460909,0.09978392275,7.730994675
394.7186075,-1.180613203,5.812432402
395.1912337,-1.082533006,4.448827459
395.6639694,-0.3057245117,4.247653466
396.1368144,0.2860144078,5.231425129
396.6097686,0.3175485113,6.926760537
397.0828320,0.06105483362,8.662917473
397.5560044,0.04464074974,9.843383658
398.0292858,0.5005873574,10.05954929
398.5026760,1.139984909,9.105835314
398.9761750,1.428602987,7.035053750
399.4497827,1.096216975,4.276869251
399.9234990,0.4153375134,1.662855052
400.3973237,-0.005363378583,0.1806212382
400.8712568,0.2601139932,0.4852154344
401.3452983,1.073236960,2.454722535
401.8194479,1.822816855,5.138884066
402.2937056,1.922633682,7.224511809
402.7680713,1.296559833,7.776526400
403.2425450,0.4385310434,6.777397252
403.7171264,-0.005547853997,5.079227860
404.1918156,0.2217061299,3.778136112
404.6666125,0.7890583289,3.451488709
405.1415168,1.089605836,3.821425133
405.6165287,0.7961824155,4.091219252
406.0916479,0.1723022496,3.676852452
406.5668743,-0.1455700341,2.747626125
407.0422079,0.2783794595,2.144712874
407.5176486,1.245381714,2.732824990
407.9931963,2.026996269,4.676650830
408.4688509,1.958784449,7.198942016
408.9446122,1.042202805,9.028381031
409.4204803,0.03271684050,9.233101584
409.8964550,-0.1062935473,7.838301261
410.3725363,1.021738167,5.782351419
410.8487240,2.863901850,4.265407189
411.3250180,4.260896606,3.988023915
411.8014183,4.279133558,4.812648421
412.2779247,2.898745155,6.015092762
412.7545372,1.026253925,6.857556267
413.2312557,-0.1755835484,7.041426147
413.7080801,-0.1202732626,6.760883904
414.1850103,0.8401481698,6.405861152
414.6620462,1.769952634,6.208363168
415.1391877,1.903917178,6.121920642
415.6164348,1.194081684,5.983294019
416.0937873,0.2474306108,5.741044345
416.5712451,-0.2361590610,5.500728458
417.0488082,-0.02814458567,5.363185249
417.5264765,0.5166233466,5.267538839
418.0042499,0.8413069859,5.034148171
418.4821283,0.6867284210,4.571472398
418.9601116,0.2659950918,4.034027039
419.4381997,-0.009000727533,3.765720132
419.9163925,0.03928106836,4.051320476
420.3946900,0.1849059807,4.857674213
420.8730920,0.05952752874,5.783149947
421.3515985,-0.4045368558,6.315471143
421.8302094,-0.7896914020,6.243902561
422.3089246,-0.4922367559,5.862000895
422.7877440,0.7134564483,5.708470136
423.2666675,2.343551125,6.034853238
423.7456950,3.451629314,6.522871437
424.2248265,3.320150739,6.566902282
424.7040618,2.057201003,5.859298344
425.1834009,0.5876519951,4.715444426
425.6628437,-0.005030828092,3.873152291
426.1423901,0.7041042633,3.997569822
426.6220400,2.150864363,5.269235387
427.1017933,3.213707803,7.232742972
427.5816500,3.078356125,8.929115916
428.0616099,1.855809265,9.329415154
428.5416730,0.4700663912,7.959606626
429.0218391,-0.08279525665,5.316069634
429.5021083,0.4960480873,2.637544664
429.9824803,1.618114927,1.087110767
430.4629552,2.322124236,0.9793949069
430.9435329,2.048928899,1.693039780
431.4242131,1.043356243,2.289395395
431.9049960,0.08374691966,2.263038363
432.3858813,-0.1948014455,1.829943867
432.8668691,0.2023468416,1.613765151
433.3479591,0.7144280123,2.049712177
433.8291514,0.7815722382,2.987518705
434.3104459,0.3631607636,3.814472802
434.7918424,-0.03762235715,4.030853198
435.2733409,0.1472606026,3.809991569
435.7549412,1.002790566,4.008034623
436.2366434,2.005218280,5.517687222
436.7184474,2.435247520,8.456515949
437.2003530,1.972730698,11.86892319
437.6823601,0.9574094885,14.20776524
438.1644687,0.09410442690,14.24731909
438.6466787,-0.1337017581,11.79606782
439.1289901,0.1717847101,7.774420155
439.6114026,0.4889551618,3.663716134
440.0939164,0.4051297959,0.7121923225
440.5765312,0.01405130341,-0.6009868827
441.0592469,-0.1894664671,-0.5591655892
441.5420636,0.1739472964,0.2147145559
442.0249811,0.9255770824,1.198184947
442.5079994,1.405747021,2.129935007
442.9911183,1.059638192,2.928985084
443.4743377,0.03816834387,3.599066567
443.9576577,-0.7519768743,4.228714240
444.4410781,-0.2825702574,4.992558011
444.9245988,1.735260085,6.035475044
445.4082198,4.465718644,7.278086430
445.8919410,6.406603762,8.319013325
446.3757622,6.396587262,8.586392351
446.8596835,4.423728601,7.719139186
447.3437047,1.622513331,5.940257293
447.8278257,-0.5299625558,4.086340165
448.3120465,-1.197672918,3.139575596
448.7963670,-0.6193492919,3.521580529
449.2807871,0.2718610739,4.704943372
449.7653067,0.6619227397,5.531198275
450.2499258,0.4248087534,5.065378939
450.7346443,0.03864998757,3.350504881
451.2194620,0.01793612764,1.466655612
451.7043790,0.4139507107,0.8094579230
452.1893951,0.8162487507,2.078947844
452.6745102,0.8028258333,4.703119512
453.1597244,0.3818799331,7.146820881
453.6450374,-0.0009820817776,7.932301138
454.1304492,0.1055657782,6.651131714
454.6159598,0.7017402580,4.224966398
455.1015691,1.298193202,2.239482839
455.5872769,1.352744007,1.876239769
456.0730832,0.7893645437,3.217699242
456.5589880,0.1098225206,5.342993799
457.0449911,-0.03446549337,7.030973094
457.5310924,0.5550491605,7.521210532
458.0172920,1.398389141,6.847273090
458.5035897,1.727797770,5.620758386
458.9899854,1.184440541,4.529543605
459.4764791,0.2086968562,3.954549841
459.9630707,-0.2568162351,3.917054450
460.4497600,0.4538401794,4.238853633
460.9365471,2.113437402,4.664200828
461.4234319,3.690637165,4.867479106
461.9104142,4.111301585,4.500868576
462.3974940,3.088179417,3.414825127
462.8846713,1.340443305,1.933122113
463.3719459,0.02084442252,0.8906260331
463.8593178,-0.1772451605,1.260478400
464.3467868,0.4993134795,3.519050027
464.8343530,1.172056079,7.162334099
465.3220162,1.139443024,10.78219563
465.8097764,0.4839635757,12.78098889
466.2976335,-0.03378439925,12.32122160
466.7855874,0.3155210846,9.845373790
467.2736381,1.542661079,6.754534449
467.7617854,2.871806927,4.466323426
468.2500293,3.349446181,3.550943382
468.7383697,2.609307646,3.550223007
469.2268065,1.150315340,3.528670701
469.7153397,-0.08712966039,2.875485428
470.2039692,-0.4646744254,1.756144018
470.6926950,-0.07915162478,0.9227766417
471.1815168,0.4447573359,1.079861891
471.6704348,0.5657364198,2.324083591
472.1594487,0.2754436308,4.089194912
472.6485585,0.007542123939,5.583981044
473.1377642,0.1406389646,6.303185920
473.6270657,0.5951470807,6.200554190
474.1164628,0.9131051044,5.496063566
474.6059556,0.7355571011,4.418850074
475.0955439,0.2017082208,3.149006381
475.5852278,-0.1422950930,1.934154162
476.0750070,0.1298322101,1.156614423
476.5648815,0.8553033863,1.184283338
477.0548513,1.352517898,2.067943291
477.5449163,1.034072656,3.354626131
478.0350764,0.03971197273,4.282728282
478.5253315,-0.7171041745,4.335582530
479.0156816,-0.2229090048,3.745337958
479.5061266,1.748886586,3.452745560
479.9966664,4.289954698,4.434051144
480.4873010,5.903579463,6.881187544
480.9780302,5.570953447,9.905883326
481.4688540,3.510004012,12.04028796
481.9597724,1.020224483,12.18862367
482.4507853,-0.4682115908,10.35276076
482.9418925,-0.3921717671,7.619013638
483.4330940,0.6638156425,5.410707452
483.9243898,1.565558699,4.541173431
484.4157798,1.561756691,4.763511345
484.9072638,0.7846226409,5.127733897
485.3988419,-0.02750283340,4.799639890
485.8905140,-0.2575166750,3.653474166
486.3822799,0.08350121712,2.229362811
486.8741397,0.4803824608,1.227859906
487.3660932,0.4833831394,1.028303216
487.8581404,0.1515572023,1.564352301
488.3502812,-0.04360805186,2.530911850
488.8425155,0.2645531067,3.659302293
489.3348433,0.9213227914,4.805435341
489.8272645,1.356684958,5.809604095
490.3197790,1.131951072,6.349652976
490.8123867,0.4105850761,6.061621661
491.3050877,-0.1158490519,4.913743684
491.7978818,0.1801866622,3.459040821
492.2907689,1.270907856,2.608191914
492.7837490,2.430082291,3.012599149
493.2768220,2.807975834,4.554860168
493.7699878,2.134777197,6.376474694
494.2632464,0.9323443701,7.431255382
494.7565977,0.04376234424,7.166030664
495.2500416,-0.09782389894,5.861681154
495.7435781,0.2007296745,4.401687388
496.2372071,0.2657841663,3.633912356
496.7309285,-0.2103607617,3.814102658
497.2247423,-0.7692557209,4.563353900
497.7186483,-0.5314450417,5.303684007
498.2126466,0.9749545567,5.700837058
498.7067370,3.234713933,5.720783478
499.2009195,4.977251475,5.385320642
499.6951940,5.095726829,4.613650743
500.1895604,3.517677029,3.359003738
500.6840188,1.296244231,1.878210306
501.1785689,-0.1745431492,0.8134690869
501.6732108,-0.1897866018,0.9010406876
502.1679443,0.8190053597,2.415490368
502.6627694,1.748877994,4.754231453
503.1576861,1.771168313,6.624754677
503.6526943,0.9549948349,6.892562129
504.1477938,0.08544001826,5.500135000
504.6429847,-0.09682394880,3.646068199
505.1382669,0.4650029476,2.978819378
505.6336403,1.164988829,4.404533654
506.1291048,1.337831546,7.409019418
506.6246603,0.8586941555,10.35186307
507.1203069,0.2011128826,11.49802304
507.6160444,-0.05618226807,10.10707753
508.1118728,0.2235492672,6.871177420
508.6077919,0.6506885874,3.400324298
509.1038018,0.7390915775,1.144104778
509.5999024,0.4042678462,0.5895470318
510.0960936,0.02918618836,1.286104389
510.5923753,0.03338281415,2.468508248
511.0887475,0.3863269079,3.615613460
511.5852101,0.5850210018,4.576648202
512.0817630,0.1734789002,5.401909528
512.5784062,-0.6737344009,6.149352089
513.0751396,-1.110589651,6.783939204
513.5719632,-0.2693152032,7.190513106
514.0688768,1.906180295,7.277713108
514.5658805,4.395871420,7.043142632
515.0629741,5.732152680,6.487410750
515.5601575,5.082192043,5.522790469
516.0574308,2.912944183,4.131678430
516.5547939,0.6695599594,2.671594214
517.0522466,-0.2986427842,1.859035480
517.5497890,0.2935912699,2.245479071
518.0474209,1.569737105,3.654613541
518.5451423,2.296915927,5.179984535
519.0429531,1.886784899,5.769973737
519.5408533,0.7655276751,4.914396258
520.0388428,-0.1301037552,2.985036699
520.5369215,-0.2177850786,1.049879574
521.0350894,0.2844837906,0.1936606630
521.5333465,0.6817151630,0.7175810131
522.0316925,0.5321258760,1.918637379
522.5301276,0.07611608687,2.801875511
523.0286515,-0.02760435937,3.091281306
523.5272643,0.6140869126,3.469045439
524.0259659,1.688493894,4.807682447
524.5247563,2.406968482,7.246704579
525.0236353,2.197921016,9.959247996
525.5226028,1.221085838,11.62806468
526.0216590,0.2274450545,11.20871011
526.5208036,-0.1030403440,8.644646473
527.0200366,0.2665062329,5.115636913
527.5193580,0.7669199082,2.355424667
528.0187676,0.8123818402,1.352255687
528.5182655,0.3697331860,1.699301493
529.0178515,-0.03566416711,2.350231223
529.5175256,0.1247778565,2.821923333
530.0172878,0.8140334490,3.379714454
530.5171379,1.417746702,4.302278927
531.0170760,1.328821237,5.564230981
531.5171019,0.5786588795,7.249064195
532.0172155,-0.1141361113,9.532262662
532.5174169,0.02226208292,11.83060030
533.0177060,1.055456249,12.56735901
533.5180827,2.192702549,10.60335494
534.0185469,2.436113621,6.844523292
534.5190986,1.508974976,3.755287176
535.0197377,0.2148060745,3.067927675
535.5204641,-0.1534047940,4.357913704
536.0212779,1.096030174,5.958780558
536.5221788,3.385650468,6.743742162
537.0231670,5.223232314,6.693870464
537.5242422,5.320294969,6.205801117
538.0254045,3.566410603,5.488376882
538.5266538,1.073458916,4.612259579
539.0279901,-0.7115397804,3.687125370
539.5294131,-1.064949510,2.844274536
540.0309230,-0.3671996452,2.252275896
540.5325197,0.4158473574,2.161875766
541.0342030,0.6076469065,2.689669159
541.5359729,0.2761317258,3.533179169
542.0378294,-0.04519293530,4.189132261
542.5397724,0.005299272309,4.578035904
543.0418019,0.2752336758,5.204340500
543.5439177,0.3486509176,6.475999159
544.0461199,0.07390219399,7.976941539
544.5484083,-0.2120223406,8.628313763
545.0507829,-0.01639839082,7.624972771
545.5532437,0.7506481099,5.240022712
546.0557905,1.580254127,2.835633714
546.5584234,1.782469271,2.072174893
547.0611422,1.154124981,3.758338141
547.5639469,0.2451899966,7.091922010
548.0668375,-0.08506206322,10.03557375
548.5698139,0.5436783571,10.78650353
549.0728760,1.632520325,9.181624105
549.5760238,2.207676373,6.758951946
550.0792571,1.708786427,5.437397526
550.5825760,0.5599279109,6.034905123
551.0859805,-0.1340357089,7.807712848
551.5894703,0.4547189369,9.174616950
552.0930455,2.099342326,8.943541434
552.5967060,3.632077754,7.168831125
553.1004518,3.886799340,5.058305538
553.6042828,2.667764065,3.992801230
554.1081989,0.9049608284,4.457101570
554.6122002,-0.1350103654,5.805384332
555.1162864,0.1108310291,6.975130654
555.6204576,1.108619964,7.350390000
556.1247137,1.788602884,7.004486094
556.6290546,1.520922788,6.351927145
557.1334804,0.6262333258,5.745620347
557.6379908,-0.002499189483,5.340817843
558.1425860,0.2276225183,5.158159116
558.6472658,1.065920635,5.177153890
559.1520301,1.688610953,5.351744581
559.6568789,1.498322472,5.517185858
560.1618122,0.6873013174,5.327543375
560.6668298,0.04315229423,4.462897709
561.1719318,0.1978226956,3.055872876
561.6771181,1.035527367,1.851562805
562.1823886,1.808247551,1.726877611
562.6877432,1.831709525,2.906026212
563.1931820,1.096690560,4.653214689
563.6987047,0.2325729779,5.797955278
564.2043115,-0.1105251031,5.647952007
564.7100022,0.1513940043,4.526018870
565.2157768,0.5360135066,3.510051344
565.7216352,0.5448111891,3.555173446
566.2275774,0.1847429130,4.656890438
566.7336032,-0.07634473145,5.788257139
567.2397127,0.1273138941,5.788965047
567.7459059,0.5768441220,4.491685928
568.2521825,0.6205376527,3.029061630
568.7585426,-0.1134245200,2.977082675
569.2649862,-1.128978166,5.077338994
569.7715131,-1.260568874,8.617389268
570.2781233,0.3760107169,11.90276491
570.7848168,3.461843730,13.37785209
571.2915935,6.446811617,12.56308300
571.7984533,7.563504141,10.19224694
572.3053963,6.120628946,7.536864237
572.8124222,3.024496046,5.525147374
573.3195311,0.09368921056,4.389745805
